endpoint,category,task,representation,split,model,method,n_explained,faith_mean,faith_lo,faith_hi,null_faith_mean,faith_vs_null,beats_null_p,beats_null,stab_mean,stab_lo,stab_hi,stab_worst,sanity_sim,sanity_passed,primary_perf,perf_metric
LD50,toxicity,regression,descriptors,random,hgb,lime,60,0.3934251017624784,0.2973834166852677,0.5159932856152449,0.1896438752216569,0.2037812265408215,0.0,True,0.0878096581663645,0.0679540368614019,0.1136668313176727,0.1801897536637929,0.0548966852532996,True,0.7655161526557768,Spearman
LD50,toxicity,regression,descriptors,random,hgb,random,60,0.1896438752216569,0.1489949743719319,0.2401060503701366,0.1896438752216569,0.0,,False,1.4633160528437898,1.417915089317032,1.5071377151124834,1.5841236821029558,1.0,False,0.7655161526557768,Spearman
LD50,toxicity,regression,descriptors,random,mlp,ig,60,1.3186514689897495,1.1521470604655852,1.558322560916551,0.301142521114121,1.0175089478756287,0.0,True,0.1103688310957977,0.0842945869585031,0.1344318313859336,0.2034009845865382,0.520724276172055,False,0.646859135807384,Spearman
LD50,toxicity,regression,descriptors,random,mlp,lime,60,0.4357847889548994,0.3079690773588501,0.6940615002454593,0.301142521114121,0.1346422678407784,0.0175,True,0.0577104986612838,0.0356759072838786,0.0842449961056135,0.1844446470948423,0.0479352904885606,True,0.646859135807384,Spearman
LD50,toxicity,regression,descriptors,random,mlp,random,60,0.301142521114121,0.260892846105465,0.3497807288534507,0.301142521114121,0.0,,False,1.4927967761493812,1.460156851835802,1.528595600907547,1.6532978600856,1.0,False,0.646859135807384,Spearman
Caco2,absorption,regression,descriptors,scaffold,rf,shap,60,0.7957885259280033,0.6448305107355367,0.973863385410823,0.2121333802672529,0.5836551456607504,0.0,True,0.2117818408717047,0.116935575531731,0.3354483664884954,0.6257991603892079,0.6427797503904565,False,0.6948305687487116,Spearman
Caco2,absorption,regression,descriptors,scaffold,rf,lime,60,0.7062939577345438,0.5626299339781665,0.8742504479970945,0.2121333802672529,0.4941605774672909,0.0,True,0.0760865652674777,0.0558454887640271,0.0935869711816228,0.1116750954924316,0.0533463964323686,True,0.6948305687487116,Spearman
Caco2,absorption,regression,descriptors,scaffold,rf,random,60,0.2121333802672531,0.1284709791201635,0.3080008544424976,0.2121333802672529,2.498001805406602e-16,,False,1.4650540207399432,1.442242248355876,1.4869080838004634,1.5277255564622467,1.0,False,0.6948305687487116,Spearman
Caco2,absorption,regression,descriptors,scaffold,hgb,shap,60,0.7607024870929442,0.5852958560568846,0.9401786735422698,0.2060894711681194,0.5546130159248247,0.0,True,0.3883505529934132,0.2885482490580605,0.5425089791169856,0.9460072561268514,0.7358077979315818,False,0.7377920483370112,Spearman
Caco2,absorption,regression,descriptors,scaffold,hgb,lime,60,0.6112521676941072,0.4594864647787122,0.7664207842702938,0.2060894711681194,0.4051626965259877,0.0,True,0.084223951358634,0.057275553728099,0.1123658630825527,0.1589218649972857,0.0483564061249767,True,0.7377920483370112,Spearman
Caco2,absorption,regression,descriptors,scaffold,hgb,random,60,0.2060894711681194,0.1545326766772679,0.2668566503669657,0.2060894711681194,0.0,,False,1.4717151205379126,1.459957551596898,1.4823704515104883,1.5045669740952834,1.0,False,0.7377920483370112,Spearman
