endpoint,category,representation,split,model,method_a,method_b,kendall_mean,kendall_std,spearman_mean,spearman_std,jaccard_mean,jaccard_std,top_k
Caco2,absorption,descriptors,random,hgb,lime,random,-0.007460032997667406,0.04728483758969809,-0.011425279230103143,0.07051047088107561,0.01608187134502924,0.03021049461954945,10
Caco2,absorption,descriptors,random,mlp,ig,lime,0.07713674620329301,0.05764598328045377,0.11512337923686652,0.08542948014958616,0.038906088751289994,0.043276972969211985,10
Caco2,absorption,descriptors,random,mlp,ig,random,-0.009871010504016746,0.05286763230118506,-0.014296127357693693,0.07807736026352696,0.024853801169590642,0.03186329637091135,10
Caco2,absorption,descriptors,random,mlp,lime,random,0.0023425499231950835,0.0443985922233475,0.0034925880516291892,0.066225838841054,0.02660818713450292,0.031895478818004704,10
HIA,absorption,descriptors,scaffold,rf,shap,lime,0.0804219573523385,0.04008767191827047,0.1184715630896755,0.05771590317879595,0.1559669189313152,0.08005700434760378,10
HIA,absorption,descriptors,scaffold,rf,shap,random,-0.0040484149121868375,0.04204545894394444,-0.005478085804417678,0.06172385501416325,0.024171539961013642,0.035062802502295286,10
HIA,absorption,descriptors,scaffold,rf,lime,random,0.005044945098708538,0.04388569443409046,0.007117627393596613,0.065617067775738,0.0297442953789703,0.03983058690006433,10
HIA,absorption,descriptors,scaffold,hgb,shap,lime,0.047203076330530495,0.045536080223931547,0.06730683188898222,0.06343960026716029,0.0779153766769866,0.053788290146948574,10
HIA,absorption,descriptors,scaffold,hgb,shap,random,0.003139647057996586,0.05021596271072704,0.0047249404818806694,0.07059664705160901,0.03422772617819058,0.040545369563772624,10
HIA,absorption,descriptors,scaffold,hgb,lime,random,-0.0022685896341810325,0.04435468113068083,-0.002739884221091678,0.06607732281353468,0.02953216374269006,0.03649586677669249,10
HIA,absorption,descriptors,scaffold,mlp,ig,lime,0.07228230948578872,0.04955232204710525,0.1069691045470484,0.07283935116285044,0.07222508886595572,0.055272216046951046,10
HIA,absorption,descriptors,scaffold,mlp,ig,random,0.0008839982553116328,0.03984711674168745,0.0015073552653521614,0.05982314871841698,0.0297270955165692,0.03933506331719703,10
HIA,absorption,descriptors,scaffold,mlp,lime,random,0.006896796950560393,0.04713873178447845,0.009120662009830405,0.06989716741962232,0.02087489966746932,0.038214285205011064,10
HIA,absorption,descriptors,random,rf,shap,lime,0.07813654990875886,0.04589467177801376,0.11592756630669838,0.0661736142163376,0.16933899290710433,0.08062703377071415,10
HIA,absorption,descriptors,random,rf,shap,random,0.0023074015086521705,0.04745037167036945,0.003037284404505266,0.0711278597720263,0.02037037037037037,0.02955949301281964,10
HIA,absorption,descriptors,random,rf,lime,random,-0.008961995789952779,0.041216015586838996,-0.013228961638254329,0.060933803998561034,0.01881091617933723,0.03270136651870214,10
HIA,absorption,descriptors,random,hgb,shap,lime,0.033918112374777445,0.04939201583755936,0.048322891185408196,0.07025642751699396,0.07939169819974772,0.05955352316228908,10
HIA,absorption,descriptors,random,hgb,shap,random,0.0012327997210404332,0.04440493013619083,0.0027709449221227983,0.06322040150309229,0.027680311890838204,0.03510179488089799,10
