ig_auc,occ_auc,random_auc
0.1875,0.0625,0.375
1.0,1.0,0.33333333333333337
0.0,0.6666666666666667,0.0
0.6666666666666667,1.0,0.33333333333333337
0.6428571428571428,0.8214285714285714,0.5357142857142857
0.25,0.6666666666666666,0.5208333333333334
0.8,1.0,0.19999999999999996
1.0,1.0,1.0
0.0,0.6666666666666667,0.6666666666666667
0.0,0.6666666666666667,0.33333333333333337
0.7142857142857143,0.7142857142857143,0.6428571428571428
0.25,0.625,0.375
0.4285714285714286,0.7857142857142857,0.2142857142857143
0.75,0.9583333333333333,0.5833333333333333
0.0,0.5,0.9
0.4,0.0,0.5
1.0,1.0,0.4444444444444444
0.6190476190476191,0.7142857142857143,0.38095238095238093
0.0,0.6190476190476191,0.4285714285714286
0.85,0.75,0.8500000000000001
0.0,0.75,0.625
0.125,0.125,1.0
0.625,0.75,0.75
0.4285714285714286,0.5714285714285714,0.5714285714285714
1.0,0.875,0.0
0.875,0.75,0.625
0.4285714285714286,0.5714285714285714,0.23809523809523808
0.2222222222222222,0.33333333333333337,0.0
1.0,1.0,0.0
0.5,0.5,0.0
0.5,0.5,0.5
0.6666666666666667,1.0,0.5416666666666667
0.25,0.75,0.375
1.0,1.0,0.5
1.0,0.33333333333333337,0.33333333333333337
0.25,0.6666666666666666,1.0
0.8333333333333334,1.0,0.0
0.6666666666666666,0.8541666666666666,0.7083333333333333
0.26666666666666666,0.6833333333333333,0.6833333333333333
0.8823529411764706,1.0,0.5588235294117647
0.5,1.0,0.75
0.8333333333333334,0.16666666666666663,0.16666666666666669
0.0,1.0,0.8333333333333334
0.75,0.75,0.25
0.6666666666666667,0.5,0.0
0.0,0.25,0.0
1.0,0.8,0.75
0.0,0.4285714285714286,0.0
0.7142857142857142,0.5714285714285714,0.28571428571428575
