mol_idx,bit,n_atoms,n_gt,frac_gt,ig_auc,occ_auc,rand_auc,ig_faith,occ_faith,rand_faith
7,695,12,1,0.08333333333333333,0.8181818181818181,0.4545454545454546,0.09090909090909094,0.386307946095864,0.42589957038095844,0.3998477930823962
7,694,12,1,0.08333333333333333,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.07933235230545203,-0.22120421628157297,-0.07692412535349528
7,128,12,1,0.08333333333333333,0.8181818181818181,0.8181818181818181,0.5454545454545454,0.4302945516537875,0.46401055343449116,0.0579679807027181
7,725,12,1,0.08333333333333333,0.7272727272727273,0.5454545454545454,0.9090909090909091,0.3648771874140948,0.45561288537768024,-0.11689205964406331
7,114,12,1,0.08333333333333333,1.0,1.0,0.4545454545454546,0.03705266042768093,0.009665523855616698,-0.029324796982109547
7,116,12,1,0.08333333333333333,0.09090909090909094,0.8181818181818181,0.36363636363636365,0.060880102993299566,-0.038677246153990076,-0.02951848755280177
7,392,12,2,0.16666666666666666,0.6,0.19999999999999996,0.8,0.05738030710525285,0.01763929317816822,-0.0583442784845829
7,140,12,1,0.08333333333333333,0.36363636363636365,0.7272727272727273,0.2727272727272727,0.0252245371848403,0.007921592354250606,0.009560259291902184
7,345,12,1,0.08333333333333333,0.9090909090909091,0.6363636363636364,0.4545454545454546,0.018762170065504808,0.021215594188409643,-0.006398843290905158
7,406,12,1,0.08333333333333333,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.09553409939023065,0.09781246041469178,0.03103856067173183
7,232,12,1,0.08333333333333333,0.2727272727272727,0.5454545454545454,1.0,-0.0016197080258280039,-0.010333574920271834,-0.009499155217781663
8,80,11,1,0.09090909090909091,0.7,1.0,0.30000000000000004,0.32838446895281476,0.534187821050485,0.13706010580062866
8,807,11,6,0.5454545454545454,0.8,0.7666666666666666,0.5666666666666667,0.017222265402475994,0.05673414468765259,0.0002586642901102702
8,650,11,2,0.18181818181818182,0.1111111111111111,0.5555555555555556,0.6666666666666667,0.0003407994906107585,0.0006786783536275228,0.0001564621925354004
8,893,11,2,0.18181818181818182,0.3333333333333333,0.16666666666666669,0.7222222222222222,0.4279439418266217,0.40949665506680805,0.007031997044881185
8,659,11,2,0.18181818181818182,0.2777777777777778,1.0,0.38888888888888895,-0.08408562342325847,0.41646342476209003,0.02223185698191325
8,389,11,2,0.18181818181818182,0.3888888888888889,0.2777777777777778,0.8333333333333334,0.3682542492945989,0.3134017090002696,0.2582614521185557
8,85,11,1,0.09090909090909091,0.0,0.6,0.0,0.08929055680831273,0.1610818256934484,-0.060014039278030396
8,667,11,1,0.09090909090909091,0.7,0.9,0.5,0.13465041899083494,-0.022465169429779053,0.006186105310916901
8,268,11,1,0.09090909090909091,0.6,1.0,0.8,0.43249687453499064,0.4682246431087454,0.16005354126294455
8,844,11,1,0.09090909090909091,0.7,0.8,0.8,0.08083321247249842,0.14344371682576215,0.08618436008691788
9,80,5,1,0.2,0.5,0.5,0.75,-0.10008257627487183,-0.10008257627487183,0.17971797784169516
9,33,5,1,0.2,0.5,0.5,1.0,0.530105904986461,0.530105904986461,0.530105904986461
9,1,5,1,0.2,1.0,1.0,0.25,0.2454464261730512,0.24140609055757523,0.01084117591381073
9,659,5,2,0.4,0.0,1.0,0.5,0.0013483365376790364,0.374585285782814,0.36968163152535755
9,283,5,1,0.2,0.5,0.5,0.0,0.1358981491260541,-0.23670388758182526,0.1358981491260541
9,85,5,1,0.2,0.0,0.75,0.5,0.28264299035072327,0.5267328470945358,0.5097086677948633
9,914,5,1,0.2,0.25,0.75,1.0,0.17906228949626288,0.17906228949626288,-0.07372775673866272
